scenario,time_days,temperature_change_c,completed_cycles,mechanical_mm,thermal_recoverable_mm,hydraulic_transient_mm,cyclic_residual_mm,total_settlement_mm,allowable_settlement_mm,u_upper_silty_clay_kpa,u_sandy_silt_kpa,u_dense_sand_kpa
Building foundation,32.28729281767956,4.745699579807244,0.0,11.538461538461538,0.6482302097229707,1.1681807011051895,0.0,13.354872449289699,25.0,46.62842013287529,24.629813658350038,7.490779825178553
Building foundation,34.30524861878453,5.008246988255358,0.0,11.538461538461538,0.6840923958513763,1.300829761658789,0.0,13.523383695971704,25.0,49.15088385092993,25.81654385661848,7.645574260593882
Building foundation,36.3232044198895,5.264759849161998,0.0,11.538461538461538,0.7191303039249641,1.438440235324235,0.0,13.696032077710738,25.0,51.6076470252348,26.953521049429654,7.773099146840326
Building foundation,38.341160220994475,5.514929084508895,0.0,11.538461538461538,0.7533017159935176,1.5806907133955543,0.0,13.87245396785061,25.0,53.995763365597924,28.03961436503368,7.874510337186183
Building foundation,40.35911602209944,5.758453259852486,0.0,11.538461538461538,0.7865654581670163,1.727262718059043,0.0,14.052289714687598,25.0,56.31236926601024,29.073751176864977,7.950900184095692
Building foundation,42.37707182320442,5.995038947528952,0.0,11.538461538461538,0.8188814502269683,1.8778405007355425,0.0,14.235183489424049,25.0,58.55468725513212,30.05491843528789,8.003303109950856
Building foundation,44.39502762430939,6.2244010802116865,0.0,11.538461538461538,0.85021075391995,2.032110879175341,0.0,14.420783171556828,25.0,60.72002934299398,30.98216392705248,8.032700748134642
Building foundation,46.41298342541436,6.446263294395229,0.0,11.538461538461538,0.8805156198751696,2.189763110458528,0.0,14.608740268795234,25.0,62.80580025987897,31.854597460949748,8.040026684500491
Building foundation,48.430939226519335,6.660358263391762,0.0,11.538461538461538,0.9097595330895186,2.350488797230871,0.0,14.798709868781927,25.0,64.80950058348458,32.671391978243726,8.026170827107645
Building foundation,50.44889502762431,6.866428019438946,0.0,11.538461538461538,0.9379072569253063,2.51398182466991,0.0,14.990350620056756,25.0,66.72872975059559,33.4317845865489,7.991983430113827
